,title,url,lead_par,date,country,region
599,"Ukrainian orphans en route to Scotland after landing in UK",https://www.theguardian.com/world/2022/mar/24/ukrainian-orphans-en-route-to-scotland-after-landing-in-uk,"Group of 54 children aged two to 18 arrive from Poland in mission partly due to Scottish football fans",2022-03-24T00:34:00Z,Russia,None
600,"Why is Poland giving MiG-29 fighter jets to the US – and is it a risky move?",https://www.theguardian.com/world/2022/mar/08/why-is-poland-giving-mig-29-fighter-jets-to-us-risky-move,"Will decision to give jets to US for expected transfer to Ukrainian forces make a significant difference to war with Russia?",2022-03-08T21:28:59Z,Russia,None
601,"McDonald’s Starbucks Coca-Cola and Pepsi suspend Russian operations",https://www.theguardian.com/world/2022/mar/08/mcdonalds-bows-to-pressure-and-closes-all-its-russian-restaurants,"‘Our values mean we cannot ignore the needless human suffering unfolding in Ukraine’ says burger chain’s chief executive",2022-03-08T21:05:38Z,Russia,None
602,"Johnson to defy cabinet fears and push for onshore wind expansion",https://www.theguardian.com/politics/2022/mar/23/johnson-to-defy-cabinet-fears-and-push-for-onshore-wind-expansion,"PM ‘passionate’ about potential in light of fresh push for self-sufficiency after  Russia invasion of Ukraine",2022-03-23T19:33:14Z,Russia,None
603,"Finland opens nuclear power plant amid concerns of European energy war",https://www.theguardian.com/environment/2022/mar/12/finland-opens-nuclear-power-plant-amid-concerns-of-europe-energy-war,"First European nuclear facility to open in 15 years will reduce need for imports from Russia",2022-03-12T14:39:56Z,Russia,None
604,"UK running low on anti-tank weapons defence secretary tells Russian hoaxers",https://www.theguardian.com/politics/2022/mar/22/uk-anti-tank-weapons-defence-secretary-russian-hoax-call,"Impostors posing as Ukrainian PM post new YouTube clip with Ben Wallace’s response to claim that arms have failed",2022-03-22T19:08:40Z,Russia,None
605,"Key Russian railway bridge destroyed in Belgorod near border with Ukraine",https://www.theguardian.com/world/2022/apr/12/key-russian-railway-bridge-destroyed-in-belgorod-border-region-with-ukraine,"Potential act of sabotage comes as Russia begins militarising border regions signalling shift of war effort towards east Ukraine",2022-04-12T16:53:51Z,Russia,None
606,"Just 300 Ukrainian refugees granted visas to come to the UK",https://www.theguardian.com/world/2022/mar/07/ukrainians-hampered-by-bureaucracy-from-reaching-safety-in-uk,"Labour criticises ‘shockingly low’ total as people attempting to flee war complain of technical difficulties with system",2022-03-07T23:42:24Z,Russia,None
607,"In Thailand the war in Ukraine divides the generations",https://www.theguardian.com/world/2022/apr/06/in-thailand-the-war-in-ukraine-divides-the-generations,"Among the young there is a strong desire to stand by Ukrainians while older conservatives describe Russia as a longstanding friend",2022-04-05T23:09:42Z,Russia,None
608,"UK running low on anti-tank weapons defence secretary tells Russian hoaxers",https://www.theguardian.com/politics/2022/mar/22/uk-anti-tank-weapons-defence-secretary-russian-hoax-call,"Impostors posing as Ukrainian PM post new YouTube clip with Ben Wallace’s response to claim that arms have failed",2022-03-22T19:08:40Z,Russia,None
609,"UK-backed OneWeb to use rival SpaceX rockets after Russian ban",https://www.theguardian.com/science/2022/mar/21/uk-backed-oneweb-to-use-rival-spacex-rockets-after-russian-ban,"Satellite firm to partner with Elon Musk’s company after being forced to abandon launch plans in Russia",2022-03-21T15:32:54Z,Russia,None
610,"I was a nuclear missile operator. There have been more near-misses than the world knows | Cole Smith",https://www.theguardian.com/commentisfree/2022/mar/10/i-was-a-nuclear-missile-operator-there-have-been-more-near-misses-than-the-world-knows,"As a 22-year-old I controlled a warhead that could vaporize a metropolis. Since Russia invaded Ukraine the public is waking up again to the existential dangers of nuclear weapons",2022-03-10T11:26:00Z,Russia,None
611,"Huge armoured column nears Kyiv as ‘barbaric’ missile strikes continue",https://www.theguardian.com/world/2022/mar/01/fears-of-bloody-fight-for-kyiv-as-huge-russian-army-convoy-gathers-on-outskirts,"Russia accused of war crimes as at least 18 civilians killed in Kharkiv attack and five more die in strike on Kyiv TV tower",2022-03-01T18:22:50Z,Russia,None
612,"‘I can’t tell him his mother has died’: the cost of Russia’s assault on Kharkiv",https://www.theguardian.com/world/2022/mar/26/it-has-brought-me-to-tears-medics-of-kharkiv-try-to-staunch-war-losses,"Shelling is so intense that doctors and nurses at one hospital have lived there for 29 days as casualties including many young children are brought in under fire",2022-03-26T08:00:51Z,Russia,None
613,"Ukraine: what will China do? There are signs it is uneasy about Putin’s methods",https://www.theguardian.com/world/2022/feb/27/ukraine-what-will-china-do-there-are-signs-it-is-uneasy-about-putins-methods,"Analysis: Beijing has held off from backing Russia raising questions about the extent of any partnership",2022-02-27T07:15:06Z,Russia,None
614,"Russia’s central bank doubles interest rates and closes stock market as rouble plunges",https://www.theguardian.com/business/2022/feb/28/russia-central-bank-rates-rouble-sanctions-economy-ukraine,"With growing queues at cash machines across country Russian economy faces growing fallout from international sanctions ",2022-02-28T17:16:34Z,Russia,None
615,"In Thailand the war in Ukraine divides the generations",https://www.theguardian.com/world/2022/apr/06/in-thailand-the-war-in-ukraine-divides-the-generations,"Among the young there is a strong desire to stand by Ukrainians while older conservatives describe Russia as a longstanding friend",2022-04-05T23:09:42Z,Russia,None
616,"Biden and EU agree landmark gas deal to break Kremlin’s hold ",https://www.theguardian.com/us-news/2022/mar/25/biden-and-eu-agree-landmark-gas-deal-to-break-kremlin-hold,"US increasing exports of seaborne liquefied natural gas to cut Europe’s dependence on Russia and starve war machine",2022-03-25T11:03:54Z,Russia,None
617,"Tory MP says Ben Wallace is defeatist in ruling out Ukraine no-fly zone ",https://www.theguardian.com/politics/2022/mar/02/uk-defence-secretary-ukraine-russia-no-fly-zone-ben-wallace,"Tobias Ellwood says it is misleading to suggest move would automatically lead to war with Russia",2022-03-02T20:20:38Z,Russia,None
618,"Britain steps up Ukraine warnings despite assurance from Moscow",https://www.theguardian.com/world/2022/feb/17/russian-forces-closer-ukraine-border-uk-sources,"Analysis: evidence contrasts with statements from Russia that troops are being sent back to barracks",2022-02-17T19:33:00Z,Russia,None
619,"Peace proposals ‘verbally’ accepted by Moscow except on Crimea says Ukraine – as it happened",https://www.theguardian.com/world/live/2022/apr/02/russia-ukraine-war-latest-russian-troop-withdrawal-noticeable-says-zelenskiy-us-gives-kyiv-300m-more-in-live,"This blog is now closed. Follow the latest developments in the Russia-Ukraine war here",2022-04-03T03:42:21Z,Russia,None
620,"US plan to provide 15bn cubic meters of natural gas to EU alarms climate groups",https://www.theguardian.com/environment/2022/mar/25/environment-groups-alarmed-liquified-natural-gas-us-eu,"The deal is intended to decrease reliance on Russia but will entrench reliance on fossil fuels environmentalists say",2022-03-25T18:13:59Z,Russia,None
621,"Stephen Colbert: ‘It’s like Putin’s competing in the evil Olympics against himself’",https://www.theguardian.com/culture/2022/mar/08/stephen-colbert-putin-russia-ukraine-late-show-recap,"Late-night hosts discuss Russia breaking its own ceasefires in Ukraine and Trump’s cartoonish ideas on war",2022-03-08T16:29:32Z,Russia,None
622,"Macron urges Putin to allow Ukraine’s besieged cities to be evacuated",https://www.theguardian.com/world/2022/mar/06/mariupol-residents-prepare-to-leave-second-ceasefire-russia-ukraine,"Appeal by French president comes as Russian bombardment ends second attempt to evacuate Mariupol",2022-03-06T19:01:32Z,Russia,None
623,"Putin’s target is ‘entire European project’ says Zelenskiy as Ukraine braces for eastern assault",https://www.theguardian.com/world/2022/apr/10/putins-target-is-entire-european-project-says-zelenskiy-as-ukraine-braces-for-eastern-assault,"More evidence emerges of atrocities as Russia pulls troops from its northern campaign around Kyiv to try and capture Donbas region",2022-04-10T06:32:00Z,Russia,None
624,"‘Leave no stone unturned’: how investigators gather evidence of war crimes in Ukraine",https://www.theguardian.com/law/2022/mar/06/leave-no-stone-unturned-how-investigators-gather-evidence-of-war-crimes-in-ukraine,"Multiple investigations launch as experts caution worst crimes likely yet to come under Russian occupation",2022-03-06T07:27:22Z,Russia,None
625,"Wednesday briefing: Johnson defies calls to resign over fine",https://www.theguardian.com/world/2022/apr/13/wednesday-briefing-johnson-defies-calls-to-resign-over-fine,"PM and Rishi Sunak penalised over Partygate … manhunt after New York subway shootings … Biden brands Russia with genocide in Ukraine",2022-04-13T05:30:43Z,Russia,None
626,"Why the battle for Donbas will be very different from the assault on Kyiv",https://www.theguardian.com/world/2022/apr/09/donbas-ukraine-russia-battle-very-different-from-kyiv-,"Now that Russia has its sights on the east with a major offensive imminent the next month will be potentially decisive for Ukraine",2022-04-09T13:00:02Z,Russia,None
627,"Wednesday briefing: Johnson defies calls to resign over fine",https://www.theguardian.com/world/2022/apr/13/wednesday-briefing-johnson-defies-calls-to-resign-over-fine,"PM and Rishi Sunak penalised over Partygate … manhunt after New York subway shootings … Biden brands Russia with genocide in Ukraine",2022-04-13T05:30:43Z,Russia,None
628,"Ukrainian president to call for west’s help at Munich conference",https://www.theguardian.com/world/2022/feb/19/ukrainian-president-munich-conference-russia-volodymyr-zelenskiy,"US warns Russia could exploit Volodymyr Zelenskiy’s absence to topple him before return to Kyiv",2022-02-19T09:25:21Z,Russia,None
629,"Boris Johnson going ‘from dictator to dictator’ for oil says Starmer",https://www.theguardian.com/politics/2022/mar/15/boris-johnson-going-from-dictator-to-dictator-for-oil-says-starmer,"Labour leader warns about replacing dependence on Russia with reliance on Saudis as PM prepares for Gulf visit",2022-03-15T19:00:52Z,Russia,None
630,"Russia’s callousness towards its own soldiers is undermining its combat power | Jack Watling",https://www.theguardian.com/commentisfree/2022/mar/04/russias-callousness-towards-its-own-soldiers-is-undermining-its-combat-power,"In past conflicts Russia could hide small scale casualties but not any more",2022-03-04T16:28:26Z,Russia,None
631,"Infosys to ‘urgently’ shut Moscow office as pressure grows on Rishi Sunak",https://www.theguardian.com/politics/2022/apr/01/infosys-to-urgently-shut-moscow-office-as-pressure-grows-on-rishi-sunak,"Chancellor’s wife Akshata Murthy has £690m stake in Indian IT firm which is now moving staff out of Russia",2022-04-01T17:21:26Z,Russia,None
632,"Friday briefing: Fresh bid to save Mariupol residents",https://www.theguardian.com/world/2022/apr/01/friday-briefing-fresh-bid-to-save-mariupol-residents,"Aid convoy ready in hope Russia will keep promise … Johnson appears to backtrack on conversion practices … the forgotten coup",2022-04-01T05:30:16Z,Russia,None
633,"Ukraine economy to shrink by almost half this year World Bank forecasts",https://www.theguardian.com/business/2022/apr/10/ukraine-economy-gdp-russia-invasion-world-bank-forecast,"Bank says many surrounding countries will suffer severe hardship as result of invasion with Russia predicted to fall into recession",2022-04-10T20:00:29Z,Russia,None
634,"Evraz board resigns after sanctions imposed on Roman Abramovich",https://www.theguardian.com/business/2022/mar/11/evraz-board-resigns-after-sanctions-imposed-on-roman-abramovich,"Oligarch has 29% stake in steel and mining group which ‘is deeply concerned’ by Russia-Ukraine war",2022-03-11T09:59:16Z,Russia,None
635,"US bans import of Russian vodka seafood and diamonds",https://www.theguardian.com/world/2022/mar/11/us-bans-russian-vodka-seafood-diamonds-ukraine,"‘Putin must pay a price’ Biden says while also banning export of US luxury goods to Russia",2022-03-11T17:17:23Z,Russia,None
636,"Boris Johnson going ‘from dictator to dictator’ for oil says Starmer",https://www.theguardian.com/politics/2022/mar/15/boris-johnson-going-from-dictator-to-dictator-for-oil-says-starmer,"Labour leader warns about replacing dependence on Russia with reliance on Saudis as PM prepares for Gulf visit",2022-03-15T19:00:52Z,Russia,None
637,"Alexei Mordashov Russia’s richest man may have avoided freeze on £1bn Tui shares",https://www.theguardian.com/business/2022/mar/16/alexei-mordashov-russia-richest-man-may-have-avoided-freeze-on-1bn-tui-shares,"Alexei Mordashov sold most of 34% stake in world’s biggest tourism operator to firm in British Virgin Islands",2022-03-16T15:56:26Z,Russia,None
638,"Russia’s callousness towards its own soldiers is undermining its combat power | Jack Watling",https://www.theguardian.com/commentisfree/2022/mar/04/russias-callousness-towards-its-own-soldiers-is-undermining-its-combat-power,"In past conflicts Russia could hide small scale casualties but not any more",2022-03-04T16:28:26Z,Russia,None
639,"Nato to deploy extra troops to alliance nations in eastern Europe",https://www.theguardian.com/world/2022/feb/25/nato-deploy-extra-troops-eastern-europe-ukraine-russia-war,"Forces not being sent to Ukraine itself to avoid ‘existential’ war with Russia say UK ministers",2022-02-25T18:51:41Z,Russia,None
640,"‘Hero’: Slovaks hail boy 11 who travelled 700 miles alone from Ukraine",https://www.theguardian.com/world/2022/mar/07/mother-who-sent-son-11-on-train-out-of-ukraine-alone-thanks-slovaks,"Yulia Pisetskaya’s son had only a plastic bag a passport and a phone number on his hand",2022-03-07T20:05:49Z,Russia,None
641,"Shells rain down on Ukraine’s cities despite ‘cynical’ offer of safe passage",https://www.theguardian.com/world/2022/mar/07/shells-rain-down-on-ukraines-cities-despite-cynical-offer-of-safe-passage,"Analysts and political leaders point to Russia’s ‘string of broken ceasefires’ as bombardment continues",2022-03-07T18:41:44Z,Russia,None
642,"Coventry no longer twinned with Volgograd in protest over Ukraine war",https://www.theguardian.com/uk-news/2022/mar/23/coventry-no-longer-twinned-with-volgograd-protest-ukraine-war,"Council suspends 80-year link with Russian city and says it is exploring options for twinning with Mariupol",2022-03-23T11:34:47Z,Russia,None
643,"The world leaders pushing for peace in Ukraine and their motives",https://www.theguardian.com/world/2022/mar/07/the-world-leaders-pushing-for-peace-in-ukraine-and-their-motives,"They claim to be honest brokers but is that just a fig leaf to cover their moral bankruptcy?",2022-03-07T16:33:08Z,Russia,None
644,"Georgia speeds up EU application in policy U-turn",https://www.theguardian.com/world/2022/mar/07/georgia-expedites-eu-application-in-policy-u-turn-russia-ukraine,"Move comes amid public alarm over Russia’s invasion of Ukraine as Moldova also applies to join bloc",2022-03-07T11:31:37Z,Russia,None
645,"This is Russia’s way of war. Putin has no qualm about medieval levels of brutality | Keir Giles",https://www.theguardian.com/commentisfree/2022/mar/02/ukraine-russia-vladimir-putin-medieval-levels-of-brutality,"The playbook involves besieging cities targeting civilians and starvation – we can’t abandon Ukraine to this terrible fate",2022-03-02T09:00:35Z,Russia,None
646,"Biden and Johnson agree ‘crucial window for diplomacy’ remains on Ukraine",https://www.theguardian.com/world/2022/feb/15/biden-and-johnson-agree-crucial-window-for-diplomacy-remains-on-ukraine,"The western leaders says Russia ‘can still step back from its threats’ as Germany’s Olaf Scholz heads to Moscow to meet Vladimir Putin",2022-02-15T05:12:13Z,Russia,None
647,"Russians ridicule western media on ‘day of no invasion’",https://www.theguardian.com/world/2022/feb/16/russians-ridicule-western-media-on-day-of-no-invasion,"Officials and pundits mock forecasts that Russia would invade as livestream of Kyiv shows light traffic",2022-02-16T17:57:28Z,Russia,None
648,"Russia’s callousness towards its own soldiers is undermining its combat power | Jack Watling",https://www.theguardian.com/commentisfree/2022/mar/04/russias-callousness-towards-its-own-soldiers-is-undermining-its-combat-power,"In past conflicts Russia could hide small scale casualties but not any more",2022-03-04T16:28:26Z,Russia,None
649,"East’s departure from Rolls-Royce is bad timing but he’s done well | Nils Pratley",https://www.theguardian.com/business/nils-pratley-on-finance/2022/feb/24/easts-departure-from-rolls-royce-is-bad-timing-but-hes-done-well,"Choosing the day Russia invaded Ukraine to make his announcement sums up the chief’s tumultuous stint",2022-02-24T18:44:30Z,Russia,None
650,"Irish cabinet to cut excise duty on petrol and diesel",https://www.theguardian.com/world/2022/mar/09/irish-cabinet-cut-excise-duty-petrol-diesel-ukraine-russia-uk,"Response to warning over impact of Ukraine-Russia war piles pressure on UK chancellor to follow suit",2022-03-09T14:21:56Z,Russia,None
651,"Germany agonises over Merkel’s legacy: did she hand too much power to Putin?",https://www.theguardian.com/world/2022/mar/05/germany-angela-merkel-power-to-vladimir-putin-russia,"The war in Ukraine has prompted criticism of former chancellor’s decisions on Nord Stream pipeline and Russia",2022-03-05T15:00:26Z,Russia,None
652,"Nato to deploy extra troops to alliance nations in eastern Europe",https://www.theguardian.com/world/2022/feb/25/nato-deploy-extra-troops-eastern-europe-ukraine-russia-war,"Forces not being sent to Ukraine itself to avoid ‘existential’ war with Russia say UK ministers",2022-02-25T18:51:41Z,Russia,None
653,"Coventry no longer twinned with Volgograd in protest over Ukraine war",https://www.theguardian.com/uk-news/2022/mar/23/coventry-no-longer-twinned-with-volgograd-protest-ukraine-war,"Council suspends 80-year link with Russian city and says it is exploring options for twinning with Mariupol",2022-03-23T11:34:47Z,Russia,None
654,"This is Russia’s way of war. Putin has no qualm about medieval levels of brutality | Keir Giles",https://www.theguardian.com/commentisfree/2022/mar/02/ukraine-russia-vladimir-putin-medieval-levels-of-brutality,"The playbook involves besieging cities targeting civilians and starvation – we can’t abandon Ukraine to this terrible fate",2022-03-02T09:00:35Z,Russia,None
655,"Priti Patel under fire over chaotic Ukrainian refugee policy",https://www.theguardian.com/world/2022/mar/07/uk-minister-denies-plans-for-humanitarian-route-for-ukrainian-refugees,"Home Office sources contradict earlier government denials that third way to enter Britain may be introduced",2022-03-07T19:23:32Z,Russia,None
656,"Russian F1 driver added to list of people sanctioned by EU",https://www.theguardian.com/politics/2022/mar/09/eu-imposes-travel-bans-asset-freezes-russians-oligarchs-putin,"Nikita Mazepin and billionaire previously linked to £300m London mansion among 160 people named",2022-03-09T15:06:01Z,Russia,None
657,"UK troops sent to help train Ukrainian army to leave country",https://www.theguardian.com/uk-news/2022/feb/12/uk-troops-sent-to-help-train-ukrainian-army-to-leave-country-this-weekend,"Armed forces minister says personnel will withdraw after fears of ‘no-notice attack’ from Russia",2022-02-12T11:38:44Z,Russia,None
658,"Uefa and Fifa are too late: Russia’s sportswashing has served its purpose | Barney Ronay",https://www.theguardian.com/football/2022/feb/25/uefa-and-fifa-are-too-late-russias-sportswashing-has-served-its-purpose,"We have been expertly played by Vladimir Putin. Now he is raining death down on Ukraine and sport has served its purpose in him being able to create this horrifying moment",2022-02-25T20:30:24Z,Russia,None
659,"Incessant crises show old economic model is running on empty | Larry Elliott",https://www.theguardian.com/business/2022/mar/13/incessant-crises-show-old-economic-model-is-running-on-empty-financial-crisis-covid-inflation-war,"Financial crash slow growth Covid and inflation pressures fuelled by Russia-Ukraine war highlight faults of current system",2022-03-13T11:24:21Z,Russia,None
660,"Volodymyr Zelenskiy to address British MPs via video link on Tuesday",https://www.theguardian.com/world/2022/mar/07/volodymyr-zelenskiy-to-address-mps-via-video-link-on-tuesday-ukraine,"Ukraine’s president is expected to plead for more arms and repeat call for no-fly zone over Ukraine",2022-03-07T20:09:25Z,Russia,None
661,"How ‘Ukrainian bioweapons labs’ myth went from QAnon fringe to Fox News",https://www.theguardian.com/media/2022/mar/18/ukrainian-bioweapons-labs-qanon-fox-news,"A feedback loop involving Russia and Tucker Carlson is promoting claims of US funding for biological weapons in Ukraine",2022-03-18T07:00:51Z,Russia,None
662,"Rio Tinto to sever ties with Russian businesses over Ukraine war",https://www.theguardian.com/business/2022/mar/10/rio-tinto-to-sever-ties-with-russian-businesses-over-ukraine-war,"Mining giant’s decision follows other big names exiting Russia and casts doubt over Queensland Alumina Ltd joint venture",2022-03-10T05:16:29Z,Russia,None
663,"The Fiver | In which Uefa and Manchester United attempt to untangle themselves",https://www.theguardian.com/football/2022/feb/25/the-fiver-russia-big-cup-manchester-united,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-25T17:13:15Z,Russia,None
664,"Russians: do you work for a western company that is pulling out of the country?",https://www.theguardian.com/world/2022/mar/17/russians-do-you-work-for-a-western-company-that-is-pulling-out-of-the-country,"We would like to hear from employees of western companies who are pausing sales or closing shops in Russia",2022-03-17T11:03:57Z,Russia,None
665,"Ukraine scientist ‘profoundly let down’ by UK after seven-week visa wait",https://www.theguardian.com/uk-news/2022/apr/05/ukraine-scientist-profoundly-let-down-by-uk-after-seven-week-visa-wait,"Olena Said who has a British partner and manages trials for King’s College London ‘stuck’ in Moldova ",2022-04-05T15:32:31Z,Russia,None
666,"What does Russian recognition of breakaway Ukraine territories mean?",https://www.theguardian.com/world/2022/feb/21/what-would-russian-recognition-of-breakaway-ukraine-regions-mean,"A look at the implications for the wider crisis in which the US says Russia may be poised to invade Ukraine",2022-02-21T19:40:16Z,Russia,None
667,"Ukraine quashes suggestion it could drop Nato plans to avoid war",https://www.theguardian.com/world/2022/feb/14/ukraine-quashes-suggestion-it-could-drop-nato-plans-to-avoid-war-with-russia-putin,"Ambassador backtracks after appearing to say country could be forced by Russia to shelve Nato ambition",2022-02-14T10:02:34Z,Russia,None
668,"Chechen politician threatens to ‘rip heads off’ family of activist ",https://www.theguardian.com/world/2022/feb/02/chechen-politician-adam-delimkhanov-death-threat-abubakar-yangulbayev-family,"Death threat follow arrest in Russia of mother of exiled anti-torture lawyer Abubakar Yangulbayev",2022-02-02T21:31:55Z,Russia,None
669,"Putin’s speech harked back to Russia’s empire – the threat doesn’t end with Ukraine | Keir Giles",https://www.theguardian.com/commentisfree/2022/feb/22/putin-speech-russia-empire-threat-ukraine-moscow,"Moscow is acting with newfound confidence and with total disregard for European norms. The west’s line of military defence must now be bolstered",2022-02-22T17:22:05Z,Russia,None
670,"Nancy Pelosi marks St Patrick’s Day with poem by Bono about Ukraine ",https://www.theguardian.com/us-news/2022/mar/17/nancy-pelosi-bono-poem-st-patricks-day-ukraine,"U2 singer’s poem read at the annual Friends of Ireland lunch encompasses Irish mythology and the Russia-Ukraine war",2022-03-17T21:44:35Z,Russia,None
671," Zelenskiy vows to investigate and prosecute all Russian ‘crimes’ in Ukraine – as it happened",https://www.theguardian.com/world/live/2022/apr/03/russia-ukraine-war-latest-russian-retreat-from-kyiv-reveals-atrocities-against-civilians-say-ukrainians-live,"This live blog is now closed. Read the latest live developments in the Russia-Ukraine war here.",2022-04-04T04:09:37Z,Russia,None
672,"Boris Johnson upbeat on Saudi oil supply as kingdom executes three more ",https://www.theguardian.com/politics/2022/mar/16/boris-johnson-upbeat-on-saudi-oil-supply-as-kingdom-executes-three-more,"PM accused of ‘trading blood for oil’ as he seeks increased Middle East output to lessen reliance on Russia",2022-03-16T19:37:08Z,Russia,None
673,"‘Where is the security?’ Zelenskiy tells home truths to UN security council",https://www.theguardian.com/us-news/2022/apr/05/volodymyr-zelenskiy-un-security-council-sketch,"Ukraine’s leader is a master communicator but his words made for uncomfortable listening in a forum with Russia at its heart",2022-04-05T18:11:27Z,Russia,None
674,"Keir Starmer urges Boris Johnson to end ‘era of oligarch impunity’ – as it happened",https://www.theguardian.com/politics/live/2022/feb/23/uk-politics-live-boris-johnson-ukraine-russia-pmqs-latest-updates,"This live blog is now closed. For the latest updates on the Ukraine crisis head to our Ukraine blog",2022-02-23T18:05:46Z,Russia,None
675,"Russia’s mass rapes in Ukraine are a war crime. Its military leaders must face prosecution | Gaby Hinsliff",https://www.theguardian.com/commentisfree/2022/apr/15/rape-weapon-ukraine-war-crime-sexual-violence,"Sexual violence will continue in war zones until commanders actually end up in the dock for overseeing such atrocities",2022-04-15T07:00:24Z,Russia,None
676,"Russians: share your thoughts on the situation with Ukraine",https://www.theguardian.com/world/2022/feb/22/russians-share-your-thoughts-on-the-situation-with-ukraine,"We would like to hear from people in Russia about their views on the situation with Ukraine",2022-02-22T11:45:07Z,Russia,None
677,"Flashmob orchestra in Trafalgar Square plays in solidarity with Ukraine",https://www.theguardian.com/world/2022/mar/06/flashmob-of-classical-musicians-in-trafalgar-square-play-ukrainian-national-anthem,"Petr Limonov the Russian-British pianist says the event was held to show Ukrainians ‘we stand with them’",2022-03-06T19:50:09Z,Russia,None
678,"UK opens more welcome hubs for Ukrainian refugees",https://www.theguardian.com/uk-news/2022/apr/03/uk-opens-more-welcome-hubs-for-ukrainian-refugees,"Government’s move comes after charities voice despair over slow progress and red tape",2022-04-03T11:33:20Z,Russia,None
679,"Russians seek to evade social media ban with virtual private networks",https://www.theguardian.com/world/2022/mar/12/russians-seek-to-evade-social-media-ban-with-virtual-private-networks,"After Russia put a block on access to Facebook and Twitter internet searches for ways around it shot up",2022-03-12T07:00:04Z,Russia,None
680,"Russians seek to evade social media ban with virtual private networks",https://www.theguardian.com/world/2022/mar/12/russians-seek-to-evade-social-media-ban-with-virtual-private-networks,"After Russia put a block on access to Facebook and Twitter internet searches for ways around it shot up",2022-03-12T07:00:04Z,Russia,None
681,"Most Europeans want to stand with Kyiv against Moscow poll suggests",https://www.theguardian.com/world/2022/feb/09/most-europeans-want-to-stand-with-kyiv-against-moscow-poll-suggests,"More than 60% of people surveyed believe Nato should come to Ukraine’s defence if Russia invades",2022-02-09T05:00:42Z,Russia,None
682,"US and 30 allied countries to release 60m barrels of oil amid price surge",https://www.theguardian.com/business/2022/mar/01/oil-reserve-release-barrels-price-surge-crisis,"The coordinated decision only the fourth in the International Energy Agency’s history comes as Russia continues Kyiv siege",2022-03-01T21:48:58Z,Russia,None
683,"‘It’s a slam dunk’: Philippe Sands on the case against Putin for the crime of aggression",https://www.theguardian.com/law/2022/mar/30/vladimir-putin-ukraine-crime-aggression-philippe-sands,"The international criminal court is investigating Russia for crimes against humanity and war crimes. This leading international lawyer says that risks ‘letting the main man off the hook’",2022-03-31T06:00:40Z,Russia,None
684,"Ukrainians paying for ‘weak’ sanctions with their lives says Zelenskiy | First Thing",https://www.theguardian.com/us-news/2022/mar/29/first-thing-ukrainians-paying-for-weak-sanctions-with-their-lives-zelenskiy,"‘Fear makes you an accomplice’ Zelenskiy tells world leaders before peace talks. Plus bunker sales soar as anxiety over Russia rises",2022-03-29T10:08:23Z,Russia,None
685,"Ukraine war prompts European reappraisal of its energy supplies ",https://www.theguardian.com/environment/2022/mar/04/ukraine-war-european-reappraisal-energy-supplies-coal-renewables,"Analysis: Russian invasion could speed up renewables transition – or lead to disastrous return to coal ",2022-03-04T06:00:30Z,Russia,None
686,"Morning mail: Russia’s ‘humanitarian corridors’ unacceptable Shane Warne autopsy results Byron Baes to air",https://www.theguardian.com/australia-news/2022/mar/08/morning-mail-russias-humanitarian-corridors-unacceptable-shane-warne-autopsy-results-byron-baes-to-air,"Tuesday: Autopsy results reveal Shane Warne died from natural causes. Plus: controversial Netflix series Byron Baes to air this week",2022-03-07T19:55:01Z,Russia,None
687,"Ukrainians paying for ‘weak’ sanctions with their lives says Zelenskiy | First Thing",https://www.theguardian.com/us-news/2022/mar/29/first-thing-ukrainians-paying-for-weak-sanctions-with-their-lives-zelenskiy,"‘Fear makes you an accomplice’ Zelenskiy tells world leaders before peace talks. Plus bunker sales soar as anxiety over Russia rises",2022-03-29T10:08:23Z,Russia,None
688,"UK opens more welcome hubs for Ukrainian refugees",https://www.theguardian.com/uk-news/2022/apr/03/uk-opens-more-welcome-hubs-for-ukrainian-refugees,"Government’s move comes after charities voice despair over slow progress and red tape",2022-04-03T11:33:20Z,Russia,None
689,"US and 30 allied countries to release 60m barrels of oil amid price surge",https://www.theguardian.com/business/2022/mar/01/oil-reserve-release-barrels-price-surge-crisis,"The coordinated decision only the fourth in the International Energy Agency’s history comes as Russia continues Kyiv siege",2022-03-01T21:48:58Z,Russia,None
690,"‘My moral duty’: directors quit Russian firms over Ukraine crisis",https://www.theguardian.com/world/2022/mar/09/the-moral-dilemma-facing-britons-on-russian-boards-ukraine,"Outrage over Russian invasion leaves executives under pressure to resign and governance mechanisms in shreds",2022-03-09T18:12:25Z,Russia,None
691,"Shelling by Russian-backed separatists raises tensions in east Ukraine",https://www.theguardian.com/world/2022/feb/17/shelling-by-russian-backed-separatists-hits-school-in-east-ukraine,"Fears Russia is trying to create pretext for attack as nursery school in Stanytsia Luhanska is hit",2022-02-17T13:06:29Z,Russia,None
692,"Sanctions don’t work – serious diplomacy is the only way to stop Putin | Simon Jenkins",https://www.theguardian.com/commentisfree/2022/feb/28/sanctions-dont-work-diplomacy-stop-putin-russia-ukraine,"When the fighting stops Britain must help Russia and Ukraine live as neighbours again",2022-02-28T15:55:58Z,Russia,None
