,title,url,lead_par,date,country,region
0,"Analysis: what happens if Russia invades?",https://www.theguardian.com/world/2022/feb/19/analysis-what-can-the-west-expect-if-putin-gives-order-to-invade,"Russia is expected to attack simultaneously on several fronts but Ukraine’s armed forces will not be easily vanquished",2022-02-19T18:30:41Z,Russia,None
1,"Putin’s daughters targeted in US sanctions against Russia ",https://www.theguardian.com/world/2022/apr/06/eu-sanction-russia-reports-putin-daughters-ukraine,"Joe Biden links new measures directly to accounts of atrocities committed by Russian forces in Bucha",2022-04-06T15:44:22Z,Russia,None
2,"Switzerland adopts wholesale EU sanctions against Russia",https://www.theguardian.com/world/2022/feb/28/switzerland-adopts-wholesale-eu-sanctions-against-russia,"Measures do not undermine neutrality principle as Switzerland says it is acting in defence of international law",2022-02-28T16:58:36Z,Russia,None
3,"War in Ukraine: where has Russia attacked?",https://www.theguardian.com/world/2022/feb/24/war-ukraine-kyiv-map-where-has-russia-attacked,"Russian forces have launched missile and helicopter attacks around Ukraine and early signs suggest their goal is to encircle Kyiv",2022-02-24T19:54:49Z,Russia,None
4,"Russia bans Facebook and Instagram under ‘extremism’ law",https://www.theguardian.com/world/2022/mar/21/russia-bans-facebook-and-instagram-under-extremism-law,"Court in Moscow labels parent company Meta as ‘extremist’ amid crackdown on western media",2022-03-21T17:24:14Z,Russia,None
5,"Russia now synonymous with Bucha killings says Zelenskiy",https://www.theguardian.com/world/2022/apr/04/russia-now-synonymous-with-bucha-massacre-zelenskiy-says-amid-global-outcry-at-civilian-killings,"Ukraine president says worse atrocities may yet be found elsewhere as satellite images show mass grave near church in Bucha",2022-04-04T04:55:51Z,Russia,None
6,"Pro-Russia cavalcade provokes shock and anger in Ireland",https://www.theguardian.com/world/2022/apr/12/pro-russia-cavalcade-provokes-shock-anger-ireland,"Outcry after group of vehicles led by 4x4 displaying Russian military’s Z symbol drive in convoy down M50",2022-04-12T11:58:26Z,Russia,None
7,"Russia blocks access to Facebook and Twitter",https://www.theguardian.com/world/2022/mar/04/russia-completely-blocks-access-to-facebook-and-twitter,"Move to block Facebook and Twitter comes as the government passed a bill the criminalizes ‘fake’ reports against the war",2022-03-04T20:05:50Z,Russia,None
8,"E-scooter scheme could close over ‘dubious’ Russia links",https://www.theguardian.com/uk-news/2022/apr/11/e-scooter-scheme-could-close-over-dubious-russia-links,"West of England mayor says Russian investors must sell their shares in Swedish firm Voi or ‘other e-scooters are available’",2022-04-11T18:21:17Z,Russia,None
9,"What fantasies of a coup in Russia ignore | Rajan Menon",https://www.theguardian.com/commentisfree/2022/mar/28/vladimir-putin-russia-coup,"Let’s assume for a moment that Putin does fall. What happens next? Here are three scenarios",2022-03-28T10:21:51Z,Russia,None
10,"Pro-Russia cavalcade provokes shock and anger in Ireland",https://www.theguardian.com/world/2022/apr/12/pro-russia-cavalcade-provokes-shock-anger-ireland,"Outcry after group of vehicles led by 4x4 displaying Russian military’s Z symbol drive in convoy down M50",2022-04-12T11:58:26Z,Russia,None
11,"‘Embarrassing’: Russia scrambles to copy banned social media platforms",https://www.theguardian.com/media/2022/mar/30/russia-banned-social-media-platforms-rossgram,"Rossgram a substitute for Instagram mocked as Russian PM announces policy of ignoring copyright",2022-03-30T19:33:41Z,Russia,None
12,"Russia bombards Chernihiv hours after pledging to halt shelling",https://www.theguardian.com/world/2022/mar/30/ukraine-russia-bombards-chernihiv-hours-after-pledging-to-halt-shelling,"Mayor of northern Ukrainian city says there is no evidence of any withdrawal of Russian forces",2022-03-30T08:19:30Z,Russia,None
13,"Can anyone in Russia stop Putin now? | Angus Roxburgh",https://www.theguardian.com/commentisfree/2022/feb/24/ukraine-russia-vladimir-putin-kremlin,"With opposition outlawed and a parliament full of placemen all the flickering lights of reason in the Kremlin have gone",2022-02-24T16:40:54Z,Russia,None
14,"Thursday briefing: Russia launches attack on Ukraine",https://www.theguardian.com/world/2022/feb/24/thursday-briefing-russia-invades-ukraine,"Explosions and airstrikes reported including attack on fighter plane base … dismay at UN security council … President Zelenskiy vows ‘we will defend ourselves’",2022-02-24T06:24:27Z,Russia,None
15,"Could Russia shut down the internet in Ukraine?",https://www.theguardian.com/world/2022/mar/01/could-russia-shut-down-the-internet-in-ukraine,"Analysis: On a national level web access has so far been largely unaffected by the invasion and supports daily life",2022-03-01T16:50:13Z,Russia,None
16,"Ukrainian activist berates Boris Johnson over Russia response",https://www.theguardian.com/politics/2022/mar/01/ukrainian-activist-berates-boris-johnson-over-russia-response,"Daria Kaleniuk interrupts media conference in Warsaw to press UK PM over sanctions and no-fly zone",2022-03-01T15:51:03Z,Russia,None
17,"Tui Group terminates branding deal with Tui Russia",https://www.theguardian.com/business/2022/mar/10/tui-group-terminates-branding-deal-russia-alexei-mordashov-eu-sanctions,"Holiday firm axes deal allowing Alexei Mordashov to use its name after oligarch was sanctioned by EU",2022-03-10T10:31:04Z,Russia,None
18,"Thursday briefing: Fears Russia may use chemical weapons",https://www.theguardian.com/world/2022/mar/10/thursday-briefing-fears-russia-may-use-chemical-weapons,"Alarm as Moscow makes ‘preposterous’ claim of US-Ukraine bioweapons … Sunak under fresh pressure over cost of living … hack your happy hormones",2022-03-10T06:31:27Z,Russia,None
19,"BP’s ties to Russia draw UK government ‘concern’",https://www.theguardian.com/business/2022/feb/25/bps-ties-to-russia-draw-uk-government-concern,"Oil firm holds 22% stake in Rosneft run by Putin’s de facto deputy and made $2.7bn profit from arrangement last year",2022-02-25T19:12:43Z,Russia,None
20,"Burberry joins exodus of luxury brands from Russia",https://www.theguardian.com/fashion/2022/mar/06/burberry-joins-exodus-of-luxury-brands-from-russia,"Designer labels exempt from EU sanctions but face disruption to shipments and business transactions",2022-03-06T19:30:55Z,Russia,None
21,"Ukraine suspends 11 political parties with links to Russia",https://www.theguardian.com/world/2022/mar/20/ukraine-suspends-11-political-parties-with-links-to-russia,"Zelenskiy says parties such as Viktor Medvedchuk’s Opposition Platform for Life are ‘aimed at division or collusion’",2022-03-20T14:37:50Z,Russia,None
22,"Airbnb suspends all operations in Russia and Belarus",https://www.theguardian.com/technology/2022/mar/04/airbnb-suspends-all-operations-in-russia-and-belarus,"Ban extends to users from those countries trying to book after Vladimir Putin’s invasion of Ukraine",2022-03-04T13:13:59Z,Russia,None
23,"Russia ‘using weapons smuggled by Iran from Iraq against Ukraine’",https://www.theguardian.com/world/2022/apr/12/russia-using-weapons-smuggled-by-iran-from-iraq-against-ukraine,"Iraqi militias and others say undercover networks being used to supply materiel such as RPGs and anti-tank missiles",2022-04-12T03:30:07Z,Russia,None
24,"Stay or go? Ukrainian mayors’ agonising choice as Russia invaded",https://www.theguardian.com/world/2022/apr/16/stay-go-ukrainian-mayors-agonising-choice-russia-invaded,"The decision to remain can inspire local people to resist but also have deadly consequences",2022-04-16T06:00:53Z,Russia,None
25,"Russia reasserts right to use nuclear weapons in Ukraine",https://www.theguardian.com/world/2022/mar/26/russia-reasserts-right-to-use-nuclear-weapons-in-ukraine-putin,"Senior politician Dmitry Medvedev says Moscow’s nuclear doctrine does not require enemy state to use such weapons first",2022-03-26T11:42:19Z,Russia,None
26,"BBC to resume English language reporting in Russia",https://www.theguardian.com/media/2022/mar/08/bbc-resume-english-language-reporting-russia,"Broadcaster had paused its reporting in country after passing of law that could impose jail terms over ‘fake’ news",2022-03-08T18:27:09Z,Russia,None
27,"Russia accuses Kyiv of deadly missile attack on Donetsk ",https://www.theguardian.com/world/2022/mar/14/russia-accuses-kyiv-of-deadly-missile-attack-on-donetsk,"Ukraine denies firing Tochka-U missile which Moscow says killed 23 people in residential area of city ",2022-03-14T18:08:09Z,Russia,None
28,"First Thing: Talks between Russia and Ukraine to resume",https://www.theguardian.com/us-news/2022/mar/14/first-thing-talks-russia-ukraine-zelenskiy-putin,"Zelenskiy pushes for meeting with Putin after deadly strike near Polish border. Plus are there more wheels or doors in the world?",2022-03-14T11:42:30Z,Russia,None
29,"Russia sending thousands more troops to Ukraine border",https://www.theguardian.com/world/2022/feb/14/russia-sending-thousands-more-troops-to-ukraine-border,"Move suggests Putin could extend crisis for weeks as Johnson and Biden agree ‘crucial window for diplomacy’ still exists",2022-02-14T20:52:56Z,Russia,None
30,"US formally accuses Russia of war crimes in Ukraine",https://www.theguardian.com/world/2022/mar/23/russia-war-crimes-ukraine-us-blinken,"Blinken cited ‘indiscriminate attacks and attacks deliberately targeting civilians as well as other atrocities’",2022-03-23T20:34:13Z,Russia,None
31,"Hundreds of Ukrainians forcibly deported to Russia say Mariupol women",https://www.theguardian.com/world/2022/apr/04/hundreds-of-ukrainians-forcibly-deported-to-russia-say-mariupol-women,"Troops ordered women and children on to buses and sent them to ‘filtration camps’ according to witness accounts",2022-04-04T09:50:56Z,Russia,None
32,"British American Tobacco to continue selling cigarettes in Russia",https://www.theguardian.com/business/2022/mar/09/british-american-tobacco-continue-selling-cigarettes-russia-rothmans-sanctions,"London-based Rothmans maker says it will abide by sanctions instead of halting operations in country",2022-03-09T18:04:46Z,Russia,None
33,"TikTok restricts service in Russia and Netflix stops streaming ",https://www.theguardian.com/technology/2022/mar/07/tiktok-restricts-service-in-russia-netflix-stops-streaming-ukraine,"Chinese-owned video platform blocks new content after Kremlin criminalises reporting of Ukraine invasion",2022-03-07T07:27:48Z,Russia,None
34,"Russia near to defaulting on overseas debts says rating agency",https://www.theguardian.com/world/2022/apr/15/russia-near-to-defaulting-on-overseas-debts-says-ratings-agency,"Attempts by Moscow to pay creditors in roubles as a result of being cut off from foreign currency reserves could breach loan terms",2022-04-15T12:42:47Z,Russia,None
35,"Friday briefing: Biden to warn Xi over helping Russia",https://www.theguardian.com/world/2022/mar/18/friday-briefing-biden-xi,"US president calls Putin a ‘murderous dictator’ … P&O condemned for sacking 800 staff … and Britain’s most popular days out",2022-03-18T06:31:34Z,Russia,None
36,"Five of the best books about Russia and Ukraine",https://www.theguardian.com/books/2022/mar/06/five-of-the-best-books-about-russia-and-ukraine,"As Russia wages war the historian Orlando Figes offers a guide to the literature that illuminates the tensions and the myths of the region",2022-03-06T11:00:51Z,Russia,None
37,"Mariupol evacuation postponed as Russia accused of breaking ceasefire",https://www.theguardian.com/world/2022/mar/05/zelenskiy-lashes-out-at-nato-over-no-fly-zone-as-russian-attacks-intensify,"Local authorities in Ukrainian city ask residents to return to shelters and wait for further information",2022-03-05T17:30:38Z,Russia,None
38,"British American Tobacco to continue selling cigarettes in Russia",https://www.theguardian.com/business/2022/mar/09/british-american-tobacco-continue-selling-cigarettes-russia-rothmans-sanctions,"London-based Rothmans maker says it will abide by sanctions instead of halting operations in country",2022-03-09T18:04:46Z,Russia,None
39,"TikTok restricts service in Russia and Netflix stops streaming ",https://www.theguardian.com/technology/2022/mar/07/tiktok-restricts-service-in-russia-netflix-stops-streaming-ukraine,"Chinese-owned video platform blocks new content after Kremlin criminalises reporting of Ukraine invasion",2022-03-07T07:27:48Z,Russia,None
40,"Five of the best books about Russia and Ukraine",https://www.theguardian.com/books/2022/mar/06/five-of-the-best-books-about-russia-and-ukraine,"As Russia wages war the historian Orlando Figes offers a guide to the literature that illuminates the tensions and the myths of the region",2022-03-06T11:00:51Z,Russia,None
41,"Mariupol evacuation postponed as Russia accused of breaking ceasefire",https://www.theguardian.com/world/2022/mar/05/zelenskiy-lashes-out-at-nato-over-no-fly-zone-as-russian-attacks-intensify,"Local authorities in Ukrainian city ask residents to return to shelters and wait for further information",2022-03-05T17:30:38Z,Russia,None
42,"Deepfakes v pre-bunking: is Russia losing the infowar?",https://www.theguardian.com/world/2022/mar/19/russia-ukraine-infowar-deepfakes,"Ukraine and its allies seem to be doing a good job in this vital battleground but experts warn the global picture is complex",2022-03-19T06:00:20Z,Russia,None
43,"Binance founder says cryptocurrencies won’t help Russia evade sanctions",https://www.theguardian.com/technology/2022/mar/04/binance-founder-says-cryptocurrencies-wont-help-russia-evade-sanctions,"Trading platform boss says "‘crypto is too small for Russia’ and more focus should be placed on the banking system",2022-03-04T23:56:34Z,Russia,None
44,"Russia using weapons 'smuggled by Iran' in Ukraine | First Thing",https://www.theguardian.com/us-news/2022/apr/12/first-thing-russia-using-weapons-smuggled-by-iran-in-ukraine,"Anti-tank missiles and RPGs are being supplied through undercover networks via Iraq militia there say. Plus how sonic pollution hurts marine life",2022-04-12T09:53:07Z,Russia,None
45,"Ukraine snubs German president over past ‘close ties to Russia’",https://www.theguardian.com/world/2022/apr/12/ukraine-snubs-german-president-over-past-russia-links,"Volodymyr Zelenskiy rejects request by Frank-Walter Steinmeier for meeting in Kyiv Bild reports",2022-04-12T16:57:55Z,Russia,None
46,"Alexei Navalny calls for social media ‘information front’ against Russia",https://www.theguardian.com/world/2022/apr/14/alexei-navalny-calls-for-social-media-information-front-against-russia,"Jailed opposition leader urges west to support huge ad campaign in order to break through Kremlin Ukraine war propaganda",2022-04-14T16:36:39Z,Russia,None
47,"JP Morgan boss: US should take stronger stance over Russia",https://www.theguardian.com/business/2022/apr/04/jp-morgan-could-lose-up-to-1bn-through-exposure-to-russia-says-boss-jamie-dimon-ukraine,"Jamie Dimon says bank could lose $1bn from crisis and calls for new ‘Marshall plan’ to ensure energy supply",2022-04-04T13:59:16Z,Russia,None
48,"Deepfakes v pre-bunking: is Russia losing the infowar?",https://www.theguardian.com/world/2022/mar/19/russia-ukraine-infowar-deepfakes,"Ukraine and its allies seem to be doing a good job in this vital battleground but experts warn the global picture is complex",2022-03-19T06:00:20Z,Russia,None
49,"Military supplies depleted on both sides but Russia retains advantage",https://www.theguardian.com/world/2022/mar/23/military-supplies-depleted-on-both-sides-but-russia-retains-advantage,"Analysis: Russia is facing logistical constraints while Ukraine is reliant on supply from the west",2022-03-23T22:30:41Z,Russia,None
50,"Russia using weapons 'smuggled by Iran' in Ukraine | First Thing",https://www.theguardian.com/us-news/2022/apr/12/first-thing-russia-using-weapons-smuggled-by-iran-in-ukraine,"Anti-tank missiles and RPGs are being supplied through undercover networks via Iraq militia there say. Plus how sonic pollution hurts marine life",2022-04-12T09:53:07Z,Russia,None
51,"Ukraine snubs German president over past ‘close ties to Russia’",https://www.theguardian.com/world/2022/apr/12/ukraine-snubs-german-president-over-past-russia-links,"Volodymyr Zelenskiy rejects request by Frank-Walter Steinmeier for meeting in Kyiv Bild reports",2022-04-12T16:57:55Z,Russia,None
52,"Alexei Navalny calls for social media ‘information front’ against Russia",https://www.theguardian.com/world/2022/apr/14/alexei-navalny-calls-for-social-media-information-front-against-russia,"Jailed opposition leader urges west to support huge ad campaign in order to break through Kremlin Ukraine war propaganda",2022-04-14T16:36:39Z,Russia,None
53,"Ukraine braces for revenge attacks from Russia after Moskva sinking",https://www.theguardian.com/world/2022/apr/15/ukraine-braces-revenge-attacks-russia-moskva-sinking,"Kremlin yet to release details of possible casualties on Black Sea flagship as Ukrainians hail its demise",2022-04-15T15:51:20Z,Russia,None
54,"Russia ‘agrees’ to ceasefire in humanitarian corridors | First Thing",https://www.theguardian.com/us-news/2022/mar/09/first-thing-russia-agrees-to-ceasefire-humanitarian-corridors-ukraine,"Scepticism as Russia says it will observe a ‘regime of silence’ in several Ukraine cities. Plus Nadya Tolokonnikova on Vladimir Putin",2022-03-09T12:07:14Z,Russia,None
55,"European Space Agency suspends €1bn Mars mission with Russia ",https://www.theguardian.com/science/2022/mar/17/european-space-agency-suspends-1bn-mars-mission-with-russia,"The ESA has commissioned a study of how to get ExoMars off the ground without Roscosmos involvement",2022-03-17T19:05:28Z,Russia,None
56,"Biden flags ‘clear sign’ Russia considering chemical weapons | First Thing",https://www.theguardian.com/us-news/2022/mar/22/first-thing-biden-flags-clear-sign-russia-considering-chemical-weapons,"US president says Russian leader’s ‘back is against the wall’ and warns of severe consequences of any such attack. Plus the backlash against book banning",2022-03-22T10:18:57Z,Russia,None
57,"What can the west do about Russia invading Ukraine? ",https://www.theguardian.com/world/2022/feb/24/russia-invading-ukraine-putin-nato-what-can-west-do,"Analysis: Immediate options seem limited and fraught with risk but if Putin wants less Nato he may ultimately end up with more",2022-02-24T15:19:00Z,Russia,None
58,"Russia playing ‘smoke and mirrors game’ says Liz Truss",https://www.theguardian.com/world/2022/mar/16/russia-playing-smoke-and-mirrors-game-says-liz-truss,"UK foreign secretary also says Kremlin could extend ambitions to other east European countries in effort ‘recreate the Soviet Union’",2022-03-16T09:52:10Z,Russia,None
59,"Is Russia invading Ukraine and what will happen next?",https://www.theguardian.com/world/2022/feb/22/is-russia-invading-ukraine-what-next,"Putin has sent soldiers on a ‘peacekeeping mission’ but is likely to threaten Ukraine with a broader war",2022-02-22T12:59:17Z,Russia,None
60,"Netflix subscribers in Russia launch class action for loss of service",https://www.theguardian.com/media/2022/apr/13/netflix-subscribers-russia-class-action-loss-service-ukraine,"Users sue after firm halted streaming and stopped developing Russian-made shows following invasion of Ukraine",2022-04-13T11:26:48Z,Russia,None
61,"Marine Le Pen proposes closer Nato-Russia ties after Ukraine war",https://www.theguardian.com/world/2022/apr/13/marine-le-pen-proposes-closer-nato-russia-ties-after-ukraine-war,"Presidential candidate says it is ‘inaccurate and unjust’ to suggest she is indebted to Vladimir Putin",2022-04-13T17:48:36Z,Russia,None
62,"More than 1000 Ukraine marines have surrendered in Mariupol says Russia",https://www.theguardian.com/world/2022/apr/13/more-than-1000-ukraine-marines-have-surrendered-in-mariupol-says-russia,"Moscow makes claim as leaders of four countries bordering Russia arrive in Kyiv in show of support for Ukraine",2022-04-13T18:40:40Z,Russia,None
63,"Wednesday briefing: Western allies to unveil more sanctions against Russia",https://www.theguardian.com/world/2022/apr/06/wednesday-briefing-more-sanctions,"New measures against Russian banks and a ban on new investment expected … two-child policy is failure says study … and how Britain got spooked",2022-04-06T05:28:48Z,Russia,None
64,"G7 nations strip Russia of ‘most favoured nation’ status",https://www.theguardian.com/world/2022/mar/11/g7-nations-drawing-up-plans-impose-heavy-tariffs-russia-ukraine,"Group of wealthy nations plan to revoke benefits and impose heavy tariffs to further isolate Moscow over Ukraine war",2022-03-11T16:55:40Z,Russia,None
65,"Russia-Ukraine war in numbers: casualties refugees and aid",https://www.theguardian.com/world/2022/mar/11/russia-ukraine-war-numbers-casualties-refugees-aid,"Thousands of people have been killed and more than 2 million have fled Ukraine since the invasion",2022-03-11T14:11:03Z,Russia,None
66,"Netflix to pause all projects and acquisitions in Russia",https://www.theguardian.com/culture/2022/mar/02/netflix-russia-pause-all-projects-acquisitions,"The streamer has halted work on four original series as a result of the ongoing invasion of Ukraine",2022-03-02T18:27:12Z,Russia,None
67,"Canada and US announce Arctic military exercises amid Russia tensions",https://www.theguardian.com/world/2022/mar/16/canada-us-arctic-military-exercises-russia,"Drills will test response to aircraft and cruise missiles in vast and thinly defended northern region",2022-03-16T09:00:26Z,Russia,None
68,"How Putin’s regime stifled anti-war protests in Russia | Sasha de Vogel",https://www.theguardian.com/commentisfree/2022/mar/10/vladimir-putin-regime-anti-war-protests-russia-russian,"The Russian anti-war movement is disjointed at the moment but it could yet make an impact",2022-03-10T10:00:03Z,Russia,None
69,"UK seizes private jet with suspected links to Russia",https://www.theguardian.com/uk-news/2022/mar/09/uk-seizes-private-jet-with-suspected-links-to-russia-hampshire-sanctions,"Aircraft thought to be connected to oil tycoon is impounded as aviation sanctions come into effect",2022-03-09T10:12:52Z,Russia,None
70,"Rishi Sunak urges UK companies to stop investing in Russia",https://www.theguardian.com/politics/2022/mar/13/rishi-sunak-urges-uk-companies-to-stop-investing-in-russia-putin-ukraine,"Chancellor underlines need to economically isolate Vladimir Putin regime after invasion of Ukraine",2022-03-13T12:12:39Z,Russia,None
71,"Analysis: what weapons is Russia deploying in Ukraine invasion?",https://www.theguardian.com/world/2022/feb/27/analysis-what-weapons-is-russia-deploying-in-ukraine-invasion,"Fears that use of indiscriminate armaments could amount to war crimes",2022-02-27T07:00:07Z,Russia,None
72,"‘Motorcade of shame’: outrage over pro-Russia displays at Berlin rally",https://www.theguardian.com/world/2022/apr/05/motorcade-of-shame-outrage-over-pro-russia-displays-at-berlin-rally,"Protest aimed to draw attention to hostility towards Russians but included pro-war elements",2022-04-05T12:58:39Z,Russia,None
73,"En+ board member quits after pressure over firm’s Russia links",https://www.theguardian.com/business/2022/apr/01/en-board-member-quits-after-pressure-over-russia-links-carl-hughes,"Carl Hughes had said it was his duty to remain at company part-owned by oligarch Oleg Deripaska",2022-04-01T10:12:15Z,Russia,None
74,"EU leaders denounce ‘possible genocide’ in Ukraine as Russia issues denials",https://www.theguardian.com/world/2022/apr/04/eu-leaders-denounce-possible-genocide-ukraine-russia-denials,"Bloc urgently working on new round of sanctions against Moscow after claims of mass civilian killings",2022-04-04T13:53:06Z,Russia,None
75,"Russia is banned from Eurovision after invasion of Ukraine",https://www.theguardian.com/tv-and-radio/2022/feb/25/russia-banned-from-eurovision-after-invasion-of-ukraine,"After a U-turn organisers say Russia’s inclusion could ‘bring the competition into disrepute’",2022-02-25T17:22:19Z,Russia,None
76,"UK minister warns Russia against using chemical weapons in Ukraine",https://www.theguardian.com/politics/2022/mar/11/uk-minister-warns-russia-against-using-chemical-weapons-in-ukraine,"Chris Philp says Moscow would face ‘dramatic increased response’ if it launches chemical attack",2022-03-11T09:08:33Z,Russia,None
77,"Visa and Mastercard will both suspend operations in Russia",https://www.theguardian.com/world/2022/mar/05/visa-and-mastercard-will-both-suspend-operations-in-russia,"Transactions to be cut off after Ukrainian president Volodymyr Zelenskiy urged companies to take action Mastercard and Visa block in Russia does not stop domestic purchases Russia-Ukraine war: live updates",2022-03-05T23:55:31Z,Russia,None
78,"Igor Sechin: the epitome of power in Putin’s Russia",https://www.theguardian.com/business/2022/mar/04/igor-sechin-the-epitome-of-power-in-putin-russia-rosneft-economy,"As head of state-owned oil firm Rosneft oligarch commands central place in the economy",2022-03-05T11:13:00Z,Russia,None
79,"Zelenskiy tells Knesset Russia envisages a ‘final solution’ for Ukraine",https://www.theguardian.com/world/2022/mar/20/ukraine-russia-peace-deal-close-says-turkey-despite-western-scepticism,"President says Vladimir Putin intends to ‘destroy our people’ and that Israel will have to live with its choice not to take sides",2022-03-20T18:21:18Z,Russia,None
80,"What are hypersonic missiles and why is Russia using them?",https://www.theguardian.com/world/2022/mar/20/what-are-hypersonic-missiles-and-why-is-russia-using-them-kinzhal-ukraine,"Russia has deployed manoeuvrable Kinzhal missiles that can fly at 10 times the speed of sound",2022-03-20T15:38:39Z,Russia,None
81,"Why a swift economic victory against Russia looks unlikely",https://www.theguardian.com/world/2022/feb/23/why-a-swift-economic-victory-against-russia-unlikely-sanctions,"Analysis: country has positioned itself to blunt western sanctions and has a few retaliatory ones of its own",2022-02-23T17:03:00Z,Russia,None
82,"UK universities brace for impact of sanctions against Russia",https://www.theguardian.com/education/2022/mar/04/uk-universities-impact-sanctions-russia-academmics-boycott,"Most academics back research boycott but ‘there is a case for maintaining ties’ says Oxford professor",2022-03-04T10:17:25Z,Russia,None
83,"British sanctions on Russia: what is on the table?",https://www.theguardian.com/world/2022/feb/23/sanctions-on-russia-what-is-on-the-table,"Oligarchs sovereign debt exports and high net worth individuals are targets for UK US and EU measures",2022-02-23T15:07:13Z,Russia,None
84,"Buses rescue 2000 Mariupol refugees but Russia blocking aid says Ukraine",https://www.theguardian.com/world/2022/apr/01/refugee-convoy-makes-it-out-of-mariupol-ukraine,"Kyiv says no aid or evacuation convoys can reach besieged city itself where up to 170000 still trapped",2022-04-01T16:23:35Z,Russia,None
85,"Kremlin denies planning to institute martial law in Russia",https://www.theguardian.com/world/2022/mar/03/kremlin-denies-planning-to-institute-martial-law-in-russia,"Thousands of Russians flee country as rumours spread government is preparing clampdown",2022-03-03T18:57:47Z,Russia,None
86,"US and allies to hit Russia with new sanctions | First Thing",https://www.theguardian.com/us-news/2022/apr/06/first-thing-us-and-allies-to-hit-russia-with-new-sanctions,"US G7 and EU to target Moscow with new measures as Ukraine says 4400 incidents of alleged ‘war crimes’ being investigated. Plus unseen photos of rock history",2022-04-06T10:19:06Z,Russia,None
87,"Russia targets Ukrainian military base near Polish border in escalation",https://www.theguardian.com/world/2022/mar/13/russia-widens-attacks-on-ukraine-with-missile-strike-on-base-close-to-polish-border,"US national security adviser says any fire on neighbour of Ukraine would trigger full-force Nato response",2022-03-13T17:02:28Z,Russia,None
88,"Canada and US announce Arctic military exercises amid Russia tensions",https://www.theguardian.com/world/2022/mar/16/canada-us-arctic-military-exercises-russia,"Drills will test response to aircraft and cruise missiles in vast and thinly defended northern region",2022-03-16T09:00:26Z,Russia,None
89,"Russia is banned from Eurovision after invasion of Ukraine",https://www.theguardian.com/tv-and-radio/2022/feb/25/russia-banned-from-eurovision-after-invasion-of-ukraine,"After a U-turn organisers say Russia’s inclusion could ‘bring the competition into disrepute’",2022-02-25T17:22:19Z,Russia,None
90,"Russia may pressure Serbia to undermine western Balkans leaders warn",https://www.theguardian.com/world/2022/mar/11/russia-may-pressure-serbia-to-undermine-western-balkans-leaders-warn,"Kosovo and Bosnia-Herzegovina urge western leaders to ‘engage more actively and strongly’ in the region",2022-03-11T05:00:21Z,Russia,None
91,"Zelenskiy tells Knesset Russia envisages a ‘final solution’ for Ukraine",https://www.theguardian.com/world/2022/mar/20/ukraine-russia-peace-deal-close-says-turkey-despite-western-scepticism,"President says Vladimir Putin intends to ‘destroy our people’ and that Israel will have to live with its choice not to take sides",2022-03-20T18:21:18Z,Russia,None
92,"What are hypersonic missiles and why is Russia using them?",https://www.theguardian.com/world/2022/mar/20/what-are-hypersonic-missiles-and-why-is-russia-using-them-kinzhal-ukraine,"Russia has deployed manoeuvrable Kinzhal missiles that can fly at 10 times the speed of sound",2022-03-20T15:38:39Z,Russia,None
93,"Why a swift economic victory against Russia looks unlikely",https://www.theguardian.com/world/2022/feb/23/why-a-swift-economic-victory-against-russia-unlikely-sanctions,"Analysis: country has positioned itself to blunt western sanctions and has a few retaliatory ones of its own",2022-02-23T17:03:00Z,Russia,None
94,"British sanctions on Russia: what is on the table?",https://www.theguardian.com/world/2022/feb/23/sanctions-on-russia-what-is-on-the-table,"Oligarchs sovereign debt exports and high net worth individuals are targets for UK US and EU measures",2022-02-23T15:07:13Z,Russia,None
95,"Rishi Sunak urges UK companies to stop investing in Russia",https://www.theguardian.com/politics/2022/mar/13/rishi-sunak-urges-uk-companies-to-stop-investing-in-russia-putin-ukraine,"Chancellor underlines need to economically isolate Vladimir Putin regime after invasion of Ukraine",2022-03-13T12:12:39Z,Russia,None
96,"Scott Morrison denounces China for offering Russia trade ‘lifeline’",https://www.theguardian.com/australia-news/2022/feb/25/scott-morrison-denounces-china-for-offering-russia-trade-lifeline,"Australian government working with Nato to send nonlethal military equipment and medical supplies to Ukraine and will continue ‘rolling wave of sanctions’",2022-02-25T03:40:39Z,Russia,None
97,"Russia has invaded Ukraine: what we know so far",https://www.theguardian.com/world/2022/feb/24/russia-has-invaded-ukraine-what-we-know-so-far,"Missiles have hit military targets around the country and troops have entered from the north east and south",2022-02-24T20:06:36Z,Russia,None
98,"Russia: who is on the sanctions lists – at a glance",https://www.theguardian.com/world/2022/feb/24/sanctions-against-russia-at-a-glance-people-organisations-uk-us-eu,"List of people and organisations blacklisted by UK US and EU",2022-03-01T17:52:20Z,Russia,None
99,"Russia confirms ‘partial’ withdrawal of troops from Ukraine border",https://www.theguardian.com/world/2022/feb/15/russia-ukraine-border-troops-withdrawal,"Move could be sign of de-escalation but western officials say there are no immediate signs of Russian drawdown",2022-02-15T18:42:44Z,Russia,None
100,"EU approves wide-ranging sanctions against Russia over Ukraine",https://www.theguardian.com/world/2022/feb/23/eu-poised-to-announce-wide-ranging-sanctions-on-russia-over-ukraine,"List of names to be confirmed later on Wednesday goes beyond UK and US response",2022-02-23T18:44:37Z,Russia,None
