,link,title,country,region,date,lead_par
674,https://www.theguardian.com/politics/2022/mar/09/eu-imposes-travel-bans-asset-freezes-russians-oligarchs-putin,Russian F1 driver added to list of people sanctioned by EU,Russia,N/A,2022-03-09T15:06:01Z,Nikita Mazepin and billionaire previously linked to £300m London mansion among 160 people named
675,https://www.theguardian.com/uk-news/2022/feb/12/uk-troops-sent-to-help-train-ukrainian-army-to-leave-country-this-weekend,UK troops sent to help train Ukrainian army to leave country,Russia,N/A,2022-02-12T11:38:44Z,Armed forces minister says personnel will withdraw after fears of ‘no-notice attack’ from Russia
676,https://www.theguardian.com/football/2022/feb/25/uefa-and-fifa-are-too-late-russias-sportswashing-has-served-its-purpose,Uefa and Fifa are too late: Russia’s sportswashing has served its purpose | Barney Ronay,Russia,N/A,2022-02-25T20:30:24Z,We have been expertly played by Vladimir Putin. Now he is raining death down on Ukraine  and sport has served its purpose in him being able to create this horrifying moment
677,https://www.theguardian.com/media/2022/mar/18/ukrainian-bioweapons-labs-qanon-fox-news,How ‘Ukrainian bioweapons labs’ myth went from QAnon fringe to Fox News,Russia,N/A,2022-03-18T07:00:51Z,A feedback loop involving Russia and Tucker Carlson is promoting claims of US funding for biological weapons in Ukraine
678,https://www.theguardian.com/business/2022/mar/10/rio-tinto-to-sever-ties-with-russian-businesses-over-ukraine-war,Rio Tinto to sever ties with Russian businesses over Ukraine war,Russia,N/A,2022-03-10T05:16:29Z,Mining giant’s decision follows other big names exiting Russia and casts doubt over Queensland Alumina Ltd joint venture
679,https://www.theguardian.com/football/2022/feb/25/the-fiver-russia-big-cup-manchester-united,The Fiver | In which Uefa and Manchester United attempt to untangle themselves,Russia,N/A,2022-02-25T17:13:15Z,Sign up now! Sign up now! Sign up now? Sign up now!
680,https://www.theguardian.com/commentisfree/2022/apr/19/the-guardian-view-on-war-in-ukraine-a-new-but-no-less-brutal-phase,The Guardian view on war in Ukraine: a new but no less brutal phase | Editorial,Russia,N/A,2022-04-19T17:53:35Z,Though Russia has refocused its offensive on the eastern Donbas region  the rest of the country remains in danger
681,https://www.theguardian.com/world/live/2022/apr/14/russia-ukraine-war-latest-russia-says-warship-seriously-damaged-after-ammunition-explosion-us-to-send-800m-in-military-aid-to-ukraine-live, Zelenskiy urges European countries to give up Russian oil that provides ‘blood’ money to Moscow – as it happened,Russia,N/A,2022-04-15T05:04:33Z,This liveblog is now closed. For the latest Ukraine live news  head over to our new live blog
682,https://www.theguardian.com/business/2022/mar/10/rio-tinto-to-sever-ties-with-russian-businesses-over-ukraine-war,Rio Tinto to sever ties with Russian businesses over Ukraine war,Russia,N/A,2022-03-10T05:16:29Z,Mining giant’s decision follows other big names exiting Russia and casts doubt over Queensland Alumina Ltd joint venture
683,https://www.theguardian.com/commentisfree/2022/feb/22/putin-speech-russia-empire-threat-ukraine-moscow,Putin’s speech harked back to Russia’s empire – the threat doesn’t end with Ukraine | Keir Giles,Russia,N/A,2022-02-22T17:22:05Z,Moscow is acting with newfound confidence  and with total disregard for European norms. The west’s line of military defence must now be bolstered
684,https://www.theguardian.com/world/2022/feb/16/russians-ridicule-western-media-on-day-of-no-invasion,Russians ridicule western media on ‘day of no invasion’,Russia,N/A,2022-02-16T17:57:28Z,Officials and pundits mock forecasts that Russia would invade  as livestream of Kyiv shows light traffic
685,https://www.theguardian.com/uk-news/2022/apr/05/ukraine-scientist-profoundly-let-down-by-uk-after-seven-week-visa-wait,Ukraine scientist ‘profoundly let down’ by UK after seven-week visa wait,Russia,N/A,2022-04-05T15:32:31Z,Olena Said  who has a British partner and manages trials for King’s College London  ‘stuck’ in Moldova 
686,https://www.theguardian.com/us-news/2022/mar/17/nancy-pelosi-bono-poem-st-patricks-day-ukraine,Nancy Pelosi marks St Patrick’s Day with poem by Bono about Ukraine ,Russia,N/A,2022-03-17T21:44:35Z,U2 singer’s poem  read at the annual Friends of Ireland lunch  encompasses Irish mythology and the Russia-Ukraine war
687,https://www.theguardian.com/world/live/2022/feb/24/russia-invades-ukraine-declares-war-latest-news-live-updates-russian-invasion-vladimir-putin-explosions-bombing-kyiv-kharkiv,Fears Moscow plans to encircle and threaten Kyiv – as it happened,Russia,N/A,2022-02-25T05:34:58Z,US secretary of state says Russia plans to encircle and threaten Kyiv; Ukrainian spokesman condemns ‘totally pointless attack’. 
688,https://www.theguardian.com/world/2022/apr/17/zelenskiy-cnn-interview-biden,‘I think he will’: Zelenskiy hopeful Biden will visit Ukraine,Russia,N/A,2022-04-17T15:11:58Z,Ukrainian president also reiterates in interview that he is not willing to cede territory in country’s east to end war with Russia
689,https://www.theguardian.com/politics/2022/feb/24/uk-sanctions-enforcement-toothless-russia-deterrent,UK accused of being ‘toothless’ in sanctions enforcement,Russia,N/A,2022-02-24T18:13:22Z,With just six fines issued since 2016  critics say British sanctions are no real deterrent to Russia
690,https://www.theguardian.com/world/live/2022/apr/19/russia-ukraine-war-zelenskiy-says-battle-for-donbas-has-begun-dialogue-between-macron-and-putin-stalls-live,Russian forces seize Kreminna in eastern Ukraine’s Donbas region – as it happened ,Russia,N/A,2022-04-20T04:52:10Z,This live blog is now closed  you can find our latest coverage of the Russia-Ukraine war in our new live blog
691,https://www.theguardian.com/politics/2022/feb/24/uk-sanctions-enforcement-toothless-russia-deterrent,UK accused of being ‘toothless’ in sanctions enforcement,Russia,N/A,2022-02-24T18:13:22Z,With just six fines issued since 2016  critics say British sanctions are no real deterrent to Russia
692,https://www.theguardian.com/politics/2022/mar/16/boris-johnson-upbeat-on-saudi-oil-supply-as-kingdom-executes-three-more,Boris Johnson upbeat on Saudi oil supply as kingdom executes three more ,Russia,N/A,2022-03-16T19:37:08Z,PM accused of ‘trading blood for oil’ as he seeks increased Middle East output to lessen reliance on Russia
693,https://www.theguardian.com/business/2022/mar/01/putin-errors-ukraine-global-finance-sanctions-russia,Putin’s errors over Ukraine could herald big change for global finance,Russia,N/A,2022-03-01T11:40:02Z,The inventor of the Brics acronym says sanctions against Russia have exposed nations’ dependence on the western economic system
694,https://www.theguardian.com/world/2022/feb/22/russians-share-your-thoughts-on-the-situation-with-ukraine,Russians: share your thoughts on the situation with Ukraine,Russia,N/A,2022-02-22T11:45:07Z,We would like to hear from people in Russia about their views on the situation with Ukraine
695,https://www.theguardian.com/world/2022/feb/28/the-phone-has-become-the-ukrainian-presidents-most-effective-weapon,The phone has become the Ukrainian president’s most effective weapon,Russia,N/A,2022-02-28T05:00:33Z,Analysis: Zelenskiy has managed to achieve an unheard-of range of sanctions against Russia thanks to a tireless round of calls to allies
696,https://www.theguardian.com/commentisfree/2022/mar/10/ukraine-boycott-russian-blood-oil-volodymyr-zelenskiy,World leaders are afraid to ban Russia’s oil. Ukraine’s only hope is ordinary people | Oleg Ustenko,Russia,N/A,2022-03-10T08:00:00Z,Ministers in Germany  Italy and the UK fear that voters won’t accept rising prices. The public must force their hands  
697,https://www.theguardian.com/commentisfree/2022/mar/13/toxic-putin-is-going-for-bust-the-west-must-stop-him-before-this-contagion-spreads,Toxic Putin is going for bust. The west must stop him before this contagion spreads | Simon Tisdall,Russia,N/A,2022-03-13T08:00:25Z,Analysis: if we do not refuse to be blackmailed and step in to stop Russia  Ukraine will only be the start
698,https://www.theguardian.com/uk-news/2022/apr/03/uk-opens-more-welcome-hubs-for-ukrainian-refugees,UK opens more welcome hubs for Ukrainian refugees,Russia,N/A,2022-04-03T11:33:20Z,Government’s move comes after charities voice despair over slow progress and red tape
